sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,17,1,0,1,2,2,2,4,2,0,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12
0,18,0,0,1,1,1,3,4,1,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12
0,17,1,1,1,1,1,2,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12
0,18,1,1,1,2,4,2,3,1,2,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12
1,19,0,1,1,3,3,4,2,1,1,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12
1,18,0,0,1,1,1,3,4,3,0,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12
0,17,0,1,1,1,2,4,2,2,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12
1,18,0,0,1,1,2,3,2,3,1,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12
0,15,0,1,1,2,2,3,4,1,0,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8,14,13,13
0,16,1,0,1,2,2,2,2,2,0,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13
0,15,1,0,1,4,2,1,4,3,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13
0,15,1,0,0,3,3,4,4,3,0,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13
1,15,0,1,1,4,4,4,4,0,1,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13
0,16,1,1,1,2,2,3,4,0,0,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13
1,16,1,1,1,3,3,4,2,0,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13
1,15,1,1,1,3,4,4,4,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13
0,16,1,0,1,2,4,4,1,2,1,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13
1,16,1,1,1,4,4,1,4,2,0,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13
0,16,1,0,1,1,1,3,3,2,0,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13
1,17,0,0,1,1,2,4,4,1,0,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13
0,16,1,1,1,2,3,2,2,2,0,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13
0,16,1,1,1,4,3,0,4,3,0,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13
1,17,1,0,1,4,4,2,4,0,0,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13
1,18,1,1,1,2,2,4,4,0,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13
1,16,1,1,1,4,4,1,4,1,1,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13
1,17,1,0,1,2,2,4,4,0,1,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13
1,17,1,1,1,2,3,4,4,2,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13
0,17,1,0,1,4,2,0,2,1,0,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13
0,18,1,0,1,2,1,2,3,1,0,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13
1,19,1,1,1,3,3,4,4,0,2,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13
0,19,1,1,1,2,1,3,4,3,2,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13
0,19,1,1,1,1,1,3,1,0,2,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13
0,17,1,1,0,4,3,2,2,2,0,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13
0,19,0,1,0,3,1,2,3,0,2,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13
1,18,0,1,1,3,2,4,4,2,0,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13
1,17,1,1,1,3,3,1,4,2,0,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13
0,17,0,1,1,4,4,0,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13
0,18,0,0,0,1,4,3,4,2,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13
1,18,1,0,1,4,4,0,2,3,0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13
1,15,1,0,1,4,4,1,2,2,1,1,1,0,0,1,1,1,1,1,1,0,4,3,3,1,3,5,2,14,14,14
0,16,1,1,1,4,4,1,4,0,0,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4,14,14,14
0,16,1,1,1,4,4,2,2,1,0,1,3,0,0,1,1,1,1,1,1,0,3,2,3,1,2,2,6,13,14,14
1,15,1,1,1,4,2,0,4,0,0,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14
1,16,1,1,1,3,1,4,4,1,0,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2,12,12,14
0,15,1,1,1,4,2,4,4,1,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14
1,15,1,0,1,2,2,2,1,1,0,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14
0,16,1,1,1,4,4,4,4,1,0,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14
1,15,1,1,1,4,4,2,4,2,0,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14
1,15,1,1,1,4,4,4,0,1,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14
1,16,1,0,1,2,1,3,4,2,0,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14
0,16,1,1,1,4,4,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14
1,16,1,1,1,2,3,4,4,0,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14
0,16,1,1,0,2,2,4,4,1,0,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14
0,16,1,1,1,4,4,0,2,0,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14
0,17,1,0,1,4,3,1,4,1,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14
1,18,1,1,1,2,1,4,4,0,0,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14
0,18,1,1,1,2,3,4,2,1,1,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14
1,17,0,1,1,1,2,3,3,0,0,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14
1,18,1,1,1,2,1,2,2,1,0,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14
1,18,0,0,1,3,2,2,4,1,0,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14
0,18,1,1,1,4,3,4,4,1,1,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14
0,17,1,1,1,4,2,4,4,1,0,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14
0,17,1,1,1,4,4,0,0,2,0,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14
0,17,0,1,1,2,4,3,4,2,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14
0,18,1,1,1,3,2,4,2,3,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14
1,18,1,1,1,4,4,0,0,0,1,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14
0,15,1,1,1,4,2,1,2,0,0,1,3,0,0,1,1,1,1,1,1,1,3,2,2,1,1,5,2,15,14,15
1,16,1,0,1,4,3,2,4,1,0,1,2,0,0,1,1,1,1,1,1,0,5,4,2,1,2,5,10,15,15,15
1,15,1,1,1,3,4,4,4,0,0,1,2,0,0,1,1,1,1,1,1,0,5,5,1,1,1,5,0,14,15,15
1,15,1,1,1,4,3,0,4,1,0,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,13,14,15
1,15,1,1,1,4,4,1,1,3,1,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,12,15,15
1,15,1,1,1,4,2,1,2,3,0,1,1,0,0,0,1,0,1,1,1,0,2,2,4,2,4,1,4,15,16,15
1,16,1,1,1,3,2,4,4,0,0,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,15
1,16,0,1,0,4,4,4,0,1,0,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7,15,16,15
0,15,1,1,0,4,3,2,2,1,0,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15
1,15,1,1,1,4,4,0,1,1,0,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4,14,15,15
0,16,1,0,1,4,3,0,2,2,0,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15
1,16,1,1,1,3,1,4,4,1,1,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0,13,15,15
1,15,1,0,1,2,2,2,2,0,0,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,15
1,16,0,1,1,4,3,2,4,1,0,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15
0,15,1,1,1,1,2,3,2,2,0,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15
1,15,1,1,1,2,2,2,2,0,1,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15
0,15,1,1,1,4,4,0,0,2,0,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15
1,16,0,1,1,2,2,3,4,2,0,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15
1,16,1,0,1,2,1,4,4,2,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15
0,17,1,0,1,2,4,2,2,2,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15
0,17,1,0,1,3,2,4,4,1,0,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15
0,17,1,1,1,3,2,4,4,2,0,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15
1,16,1,1,1,0,2,4,4,3,0,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15
1,18,1,0,0,4,4,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15
0,17,1,1,1,4,3,1,2,1,0,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15
0,17,1,1,1,3,1,2,2,2,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15
0,17,1,0,1,0,2,3,3,0,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15
0,17,1,1,1,3,4,2,4,2,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15
1,18,1,0,1,3,4,2,4,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15
0,17,1,1,1,4,3,1,4,1,0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15
0,17,1,0,1,4,4,3,3,2,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15
0,20,1,1,1,4,2,1,4,2,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15
0,18,1,1,1,3,3,4,4,0,0,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15
1,15,1,1,0,2,2,4,4,0,2,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,14,16,16
1,16,1,0,1,4,2,0,4,2,0,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,2,15,15,16
1,15,0,1,1,4,3,0,3,2,0,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,17,16,16
0,16,1,1,1,4,2,2,4,2,0,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16
0,15,0,0,1,3,1,4,4,1,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16
0,16,1,0,1,4,4,1,1,3,0,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16
1,16,1,1,1,4,4,0,0,2,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16
0,16,1,1,1,4,2,1,2,0,1,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16
1,16,1,1,1,1,0,4,4,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16
1,17,1,1,1,4,4,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16
0,16,1,1,1,4,3,1,4,0,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16
1,18,1,0,1,4,4,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16
1,17,1,1,1,3,3,4,2,1,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16
1,18,0,1,1,4,3,0,2,2,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16
0,18,1,0,1,1,1,3,2,2,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16
1,17,1,0,1,3,1,2,2,2,0,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16
1,15,1,1,1,4,4,2,2,1,0,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,0,17,16,17
1,16,1,1,1,4,4,2,0,3,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17
0,17,1,1,1,2,4,2,2,1,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17
0,16,1,1,1,2,3,2,0,3,0,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17
1,18,0,0,0,3,4,4,4,1,0,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17
0,18,1,0,1,3,3,2,2,0,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17
1,15,1,0,1,4,3,0,2,0,0,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,2,15,16,18
1,15,1,1,1,4,4,2,0,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2,19,18,18
0,15,1,1,1,4,3,2,4,1,0,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18
1,15,1,1,0,3,4,2,4,2,0,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18
1,16,1,1,1,3,3,2,4,0,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18
1,16,0,1,1,4,4,0,0,2,0,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18
0,17,1,1,1,4,4,2,0,0,0,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18
1,16,1,1,1,2,1,4,4,2,0,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18
0,18,1,1,1,4,3,2,4,0,1,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18
0,17,0,0,1,3,1,2,4,1,0,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18
0,17,1,1,1,3,2,1,1,1,1,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18
1,20,1,1,0,3,2,2,4,2,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18
1,15,1,0,0,3,2,2,4,0,0,1,2,0,0,1,1,0,1,1,1,0,4,2,2,1,1,1,0,16,18,19
1,15,1,0,0,4,4,0,0,2,0,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19
1,15,1,0,1,4,2,0,4,2,0,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19
0,18,1,1,1,2,2,3,3,3,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19
0,18,0,0,1,4,4,4,4,1,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19
0,18,0,0,1,4,4,4,4,1,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19
0.176360211,17.17636021,0,1,1,1.529080632,2,4,4,1.647279579,0.176360211,1.176360211,1,0.176360211,0,0,0.176360211,0.823639789,1,1,0.823639789,0,3.352720421,4.823639789,4.647279579,1.529080632,3,1.352720421,14,6,5,5
0.270691925,16,1,1,1,3.270691925,4,2.729308075,3.458616151,2.270691925,0,1,1.729308075,0,0.270691925,1,0.270691925,0.270691925,1,1,1,0,2.541383849,4.270691925,3.541383849,2.082767699,2.812075774,3.270691925,12.54138385,5.541383849,5.541383849,5
0.608567957,16.82570387,0,1,1,2.82570387,1.608567957,4,4,0.391432043,0.608567957,1.608567957,1.391432043,1.391432043,0.391432043,0.391432043,0.608567957,0,0.608567957,1,0.391432043,0.391432043,4.217135913,3.608567957,3.391432043,3.217135913,3.391432043,3.782864087,9.302815481,6.782864087,5.391432043,5
0.756117984,17.26835395,0,0.243882016,1,2.512235969,2.512235969,4,2.487764031,1.756117984,0,1,2,1.243882016,0.243882016,1,0,0,0.756117984,1,1,1,3.756117984,3,3.243882016,1.243882016,3.243882016,5,6.536707907,4.219410078,5.243882016,5
0,16.27745061,0.722549395,1,1,2.445098789,3.445098789,3.277450605,4,2,0,1,1.722549395,0,0,0.722549395,0,0.277450605,1,1,1,0,2.277450605,4.277450605,3.554901211,1,2.277450605,2.445098789,12.55490121,5.277450605,5,5
0.370528419,16,1,1,1,3.370528419,4,2.629471581,3.258943162,2.370528419,0,1,1.629471581,0,0.370528419,1,0.370528419,0.370528419,1,1,1,0,2.741056838,4.370528419,3.741056838,2.482113676,3.111585257,3.370528419,12.74105684,5.741056838,5.741056838,5
1,16.69175563,0.654122187,0.654122187,1,3.654122187,3.654122187,2.691755626,2,2.654122187,0,1,1.345877813,0.345877813,0.654122187,1,0.654122187,0.654122187,1,1,1,0.345877813,4,4.308244374,4.308244374,3.616488748,4.308244374,4.345877813,11.92473312,5.616488748,6.308244374,5
1,18,0,0.759342311,1,3.759342311,2.240657689,4,3.518684623,0.481315377,0.759342311,1.759342311,1.240657689,1,0,0.240657689,0.759342311,0,1,1,0.240657689,0.240657689,4.759342311,3.759342311,3,3.278026934,3,3.481315377,12.55605387,5.278026934,5,5
0.313051449,16.6261029,0.686948551,0.686948551,1,3,3.686948551,3.313051449,3.373897102,2,0,1,2,0.313051449,0,1,0,0,1,1,1,0.313051449,2.626102898,3.686948551,3,1,2.313051449,3.626102898,10.7477942,4.373897102,5,5
0.299099677,15.89729903,0,0.700900323,1,1.598199353,1.598199353,4,3.401800647,1.299099677,0,1,2,1.700900323,0.700900323,1,0,0,0.299099677,1,1,1,3.299099677,3,3.700900323,1.700900323,3.700900323,5,3.79459806,6.504501616,5.700900323,5
0.568002719,16,1,1,1,3.568002719,4,2.431997281,2.863994562,2.568002719,0,1,1.431997281,0,0.568002719,1,0.568002719,0.568002719,1,1,1,0,3.136005438,4.568002719,4.136005438,3.272010876,3.704008157,3.568002719,13.13600544,6.136005438,6.136005438,5
1,16.4242202,0.7878899,1,1,4,3.575779801,2.424220199,2.424220199,2.363669701,0.2121101,1.2121101,1,0.2121101,0.7878899,0.7878899,1,0.7878899,1,1,0.7878899,0,4.2121101,4.7878899,4.575779801,4.7878899,4.575779801,3.7878899,14,6.7878899,6.575779801,5
1,17.19151755,0.404241227,1,1,4,2.808482455,3.191517545,3.191517545,1.212723682,0.595758773,1.595758773,1,0.595758773,0.404241227,0.404241227,1,0.404241227,1,1,0.404241227,0,4.595758773,4.404241227,3.808482455,4.404241227,3.808482455,3.404241227,14,6.404241227,5.808482455,5
0.887772185,17.77554437,0.112227815,1,1,3.887772185,2.22445563,3.887772185,4,0.22445563,0.887772185,1.887772185,1.112227815,0.887772185,0,0.112227815,0.887772185,0,1,1,0.112227815,0,4.663316554,4,3,3.663316554,2.887772185,3,13.77554437,5.887772185,5,5
1,18,0,0.730402785,1,3.730402785,2.269597215,4,3.46080557,0.53919443,0.730402785,1.730402785,1.269597215,1,0,0.269597215,0.730402785,0,1,1,0.269597215,0.269597215,4.730402785,3.730402785,3,3.191208355,3,3.53919443,12.38241671,5.191208355,5,5
0.348636462,17.34863646,0,1,1,2.045909386,2,4,4,1.302727076,0.348636462,1.348636462,1,0.348636462,0,0,0.348636462,0.651363538,1,1,0.651363538,0,3.697272924,4.651363538,4.302727076,2.045909386,3,1.697272924,14,6,5,5
0.893887776,16,1,1,1,3.893887776,4,2.106112224,2.212224448,2.893887776,0,1,1.106112224,0,0.893887776,1,0.893887776,0.893887776,1,1,1,0,3.787775552,4.893887776,4.787775552,4.575551103,4.681663327,3.893887776,13.78777555,6.787775552,6.787775552,5
0.74257699,16.25742301,0.74257699,1,1,3.22773097,3.48515398,2.51484602,2.51484602,2.74257699,0,1,1,0,0.74257699,0.74257699,0.74257699,1,1,1,1,0,3.74257699,5,5,3.97030796,4.48515398,3.22773097,14,6.74257699,6.48515398,5
0.619905276,17.23981055,0.380094724,0.380094724,1,3,3.380094724,3.619905276,2.760189447,2,0,1,2,0.619905276,0,1,0,0,1,1,1,0.619905276,3.239810553,3.380094724,3,1,2.619905276,4.239810553,9.520378895,3.760189447,5,5
0.198061581,16,1,1,1,3.198061581,4,2.801938419,3.603876839,2.198061581,0,1,1.801938419,0,0.198061581,1,0.198061581,0.198061581,1,1,1,0,2.396123161,4.198061581,3.396123161,1.792246323,2.594184742,3.198061581,12.39612316,5.396123161,5.396123161,5
0.809362114,17.80936211,0,1,1,3.428086342,2,4,4,0.381275772,0.809362114,1.809362114,1,0.809362114,0,0,0.809362114,0.190637886,1,1,0.190637886,0,4.618724228,4.190637886,3.381275772,3.428086342,3,2.618724228,14,6,5,5
1,16.2688865,0.865556751,1,1,4,3.731113502,2.268886498,2.268886498,2.596670253,0.134443249,1.134443249,1,0.134443249,0.865556751,0.865556751,1,0.865556751,1,1,0.865556751,0,4.134443249,4.865556751,4.731113502,4.865556751,4.731113502,3.865556751,14,6.865556751,6.731113502,5
0.896576503,17.68972951,0,1,1,3.68972951,1.896576503,4,4,0.103423497,0.896576503,1.896576503,1.103423497,1.103423497,0.103423497,0.103423497,0.896576503,0,0.896576503,1,0.103423497,0.103423497,4.793153007,3.896576503,3.103423497,3.793153007,3.103423497,3.206846993,12.75891804,6.206846993,5.103423497,5
0.301438987,17.30143899,0,1,1,1.904316962,2,4,4,1.397122025,0.301438987,1.301438987,1,0.301438987,0,0,0.301438987,0.698561013,1,1,0.698561013,0,3.602877975,4.698561013,4.397122025,1.904316962,3,1.602877975,14,6,5,5
0.322676411,16.64535282,0.677323589,1,1,3.322676411,3.354647178,3.322676411,4,1.354647178,0.322676411,1.322676411,1.677323589,0.322676411,0,0.677323589,0.322676411,0,1,1,0.677323589,0,2.968029234,4,3,1.968029234,2.322676411,3,12.64535282,5.322676411,5,5
0.140722602,15.42216781,0,1,1,1.422167806,1.140722602,4,4,0.859277398,0.140722602,1.140722602,1.859277398,1.859277398,0.859277398,0.859277398,0.140722602,0,0.140722602,1,0.859277398,0.859277398,3.281445204,3.140722602,3.859277398,2.281445204,3.859277398,4.718554796,3.688671224,7.718554796,5.859277398,5
1,17.8713121,0.064343948,1,1,4,2.128687897,3.871312103,3.871312103,0.193031845,0.935656052,1.935656052,1,0.935656052,0.064343948,0.064343948,1,0.064343948,1,1,0.064343948,0,4.935656052,4.064343948,3.128687897,4.064343948,3.128687897,3.064343948,14,6.064343948,5.128687897,5
1,16.94619123,0.526904387,0.526904387,1,3.526904387,3.526904387,2.946191227,2,2.526904387,0,1,1.473095613,0.473095613,0.526904387,1,0.526904387,0.526904387,1,1,1,0.473095613,4,4.053808773,4.053808773,3.107617547,4.053808773,4.473095613,11.16142632,5.107617547,6.053808773,5
1,16.82561877,0.587190617,0.587190617,1,3.587190617,3.587190617,2.825618767,2,2.587190617,0,1,1.412809383,0.412809383,0.587190617,1,0.587190617,0.587190617,1,1,1,0.412809383,4,4.174381233,4.174381233,3.348762466,4.174381233,4.412809383,11.5231437,5.348762466,6.174381233,5
0.951656377,17.85496913,0,1,1,3.854969132,1.951656377,4,4,0.048343623,0.951656377,1.951656377,1.048343623,1.048343623,0.048343623,0.048343623,0.951656377,0,0.951656377,1,0.048343623,0.048343623,4.903312755,3.951656377,3.048343623,3.903312755,3.048343623,3.096687245,13.41987653,6.096687245,5.048343623,5
0.980687757,17.96137551,0.019312243,1,1,3.980687757,2.038624486,3.980687757,4,0.038624486,0.980687757,1.980687757,1.019312243,0.980687757,0,0.019312243,0.980687757,0,1,1,0.019312243,0,4.942063272,4,3,3.942063272,2.980687757,3,13.96137551,5.980687757,5,5
0,15.81445824,0,1,1,1,1.407229122,4,4,1.407229122,0,1,1.592770878,1.185541755,0.592770878,0.592770878,0,0.407229122,0.407229122,1,1,0.592770878,3,3.814458245,4.407229122,1.592770878,3.592770878,3.371083511,6.886749468,7.185541755,5.592770878,5
0.143331525,16.28666305,0.856668475,0.856668475,1,3,3.856668475,3.143331525,3.713336951,2,0,1,2,0.143331525,0,1,0,0,1,1,1,0.143331525,2.286663049,3.856668475,3,1,2.143331525,3.286663049,11.4266739,4.713336951,5,5
0.916841208,17.83368242,0.083158792,0.083158792,1,3,3.083158792,3.916841208,2.166317583,2,0,1,2,0.916841208,0,1,0,0,1,1,1,0.916841208,3.833682417,3.083158792,3,1,2.916841208,4.833682417,8.332635166,3.166317583,5,5
0.793062996,17.37918899,0,0.206937004,1,2.586125991,2.586125991,4,2.413874009,1.793062996,0,1,2,1.206937004,0.206937004,1,0,0,0.793062996,1,1,1,3.793062996,3,3.206937004,1.206937004,3.206937004,5,6.758377973,4.034685022,5.206937004,5
1,17.26763873,0.366180635,1,1,4,2.732361271,3.267638729,3.267638729,1.098541906,0.633819365,1.633819365,1,0.633819365,0.366180635,0.366180635,1,0.366180635,1,1,0.366180635,0,4.633819365,4.366180635,3.732361271,4.366180635,3.732361271,3.366180635,14,6.366180635,5.732361271,5
